"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3445423","SLD","1611 SPRING LN","BRANDON","33510","BRANDON COUNTRY ESTATES UNIT N","","2,030","$405,000","4","2","1","1976","None","Single Family Residence","$4,777.47","4","4","22","FHA","06/02/2023","$196.55","$199.51","1.02","LPT REALTY, LLC","Geeshnied Francois","261559400","261563771","Tampa","Orlando Regional"
"1","T3445328","SLD","608 PINE FOREST DR","BRANDON","33511","FOUR WINDS ESTATES UNIT 5","","2,069","$405,000","4","2","0","1980","None","Single Family Residence","$4,284.82","16","16","22","Conventional","07/03/2023","$205.41","$195.75","0.95","PINEYWOODS REALTY LLC","Stephen Scott PA","261547327","615700","Tampa","Tampa"
"1","T3445170","SLD","3513 E 27TH AVE Unit#1/2","TAMPA","33605","PARTRICK & SWEET SUB","","1,686","$405,000","3","2","0","2020","None","Single Family Residence","$4,211.00","5","5","6","Conventional","06/15/2023","$237.25","$240.21","1.01","JASON MITCHELL REAL ESTATE FL","Jeffrey Tabares","261558393","261010944","Tampa","Pinellas Suncoast"
"1","T3448660","SLD","11506 SAGE CANYON DR","RIVERVIEW","33578","VENTANA GRVS PH 1","","1,935","$406,000","4","2","0","2021","None","Single Family Residence","$8,496.34","6","6","7","FHA","07/17/2023","$211.37","$209.82","0.99","LPT REALTY, LLC","Andrea Lagares","261556030","261016803","Tampa","Orlando Regional"
"1","T3445475","SLD","12785 TANNENCREST DR","RIVERVIEW","33579","TRIPLE CREEK VILLAGE M2 LOT 260","","1,850","$407,860","4","2","0","2023","None","Single Family Residence","$5,436.00","0","0","0","VA","07/10/2023","$222.16","$220.46","0.99","CASA FRESCA REALTY","Kayla Miller","260045090","261565281","Tampa","Tampa"
"1","T3446505","SLD","11816 VALHALLA WOODS DR","RIVERVIEW","33579","BALLENTRAE SUB PH 2","","2,040","$408,000","4","3","0","2016","Community","Single Family Residence","$5,663.00","3","3","6","Conventional","06/28/2023","$188.73","$200","1.06","KELLER WILLIAMS SOUTH SHORE","Andre Tamburello","261547554","261010944","Tampa","Tampa"
"1","T3448049","SLD","10446 LUCAYA DR","TAMPA","33647","HERITAGE ISLES PH 3D","","1,824","$408,500","4","3","0","2003","None","Single Family Residence","$4,193.24","4","4","4","Conventional","07/25/2023","$218.75","$223.96","1.02","FRANK ALBERT REALTY","Michelle James","260041297","639501","Tampa","Tampa"
"1","L4937222","SLD","12314 MARSHLAND ST","RIVERVIEW","33579","RIDGEWOOD SOUTH","","2,227","$409,325","5","3","1","2023","None","Single Family Residence","$0.00","7","7","60","VA","10/28/2023","$183.80","$183.8","1.00","CAMBRIDGE REALTY OF CENTRAL FL","George Lindsey, III","265501020","55055","Lakeland","Lakeland"
"1","T3447023","SLD","11615 WINTERSET COVE DR","RIVERVIEW","33579","BALLENTRAE SUB PH 2","","2,112","$410,000","4","2","0","2018","None","Single Family Residence","$6,464.81","6","6","22","Conventional","08/18/2023","$194.13","$194.13","1.00","PINEYWOODS REALTY LLC","Stephen Scott PA","261547327","260031755","Tampa","Tampa"
"1","T3446897","SLD","1416 SUNNYHILLS DR","BRANDON","33510","BRANDON COUNTRY ESTATES UNIT N","","1,693","$410,000","3","2","0","1977","None","Single Family Residence","$4,334.00","10","10","10","Conventional","07/07/2023","$234.49","$242.17","1.03","VESTEVA REAL ESTATE","Suly Murillo","277007515","261561489","Tampa","Tampa"
"1","T3446530","SLD","10490 LUCAYA DR","TAMPA","33647","HERITAGE ISLES PH 3D","","2,099","$410,000","3","2","0","2004","Private, Community","Single Family Residence","$4,765.00","4","4","5","FHA","06/26/2023","$195.33","$195.33","1.00","ALIGN RIGHT REALTY SUNCOAST","Anjana Nair","261567229","260031661","Tampa","Tampa"
"1","T3446315","SLD","5374 BLACK PINE DR","TAMPA","33624","COUNTRY RUN UNIT 1","","1,394","$410,000","3","2","0","1986","None","Single Family Residence","$4,023.52","4","4","10","Conventional","06/26/2023","$294.12","$294.12","1.00","KELLER WILLIAMS SOUTH TAMPA","Timothy Kippenberg","261500146","771620","Tampa","Tampa"
"1","T3446002","SLD","6709 N ELIZABETH ST","TAMPA","33604","KNOLLWOOD REV MAP OF BLK","","1,297","$410,000","2","2","0","1926","None","Single Family Residence","$5,730.00","47","47","47","FHA","07/28/2023","$323.75","$316.11","0.98","THE BASEL HOUSE","Justin Mercer","261544577","261561078","Tampa","Tampa"
"1","T3445707","SLD","4437 PERCH ST","TAMPA","33617","DEL RIO ESTATES","","1,344","$410,000","3","2","0","1957","Private","Single Family Residence","$3,587.90","4","4","67","FHA","09/02/2023","$282.74","$305.06","1.08","BMC INTERNATIONAL REALTY","Anthony Logorz","261556120","55055","Tampa","Orlando Regional"
"1","T3448170","SLD","3606 N AVENIDA REPUBLICA DE CUBA","TAMPA","33605","NONE","","1,525","$412,000","3","2","0","2023","None","Single Family Residence","$883.66","5","5","9","Conventional","06/29/2023","$275.43","$270.25","0.98","FLORIDA'S 1ST CHOICE RLTY LLC","Rose Perez Muniz","261561435","285515142","Tampa","Tampa"
"1","T3448166","SLD","3602 N AVENIDA REPUBLICA DE CUBA","TAMPA","33605","BENJAMINS 3RD SUB","","1,525","$413,000","3","2","0","2023","None","Single Family Residence","$883.77","19","19","52","FHA","09/15/2023","$275.43","$270.91","0.98","FLORIDA'S 1ST CHOICE RLTY LLC","Rose Perez Muniz","261561435","261558324","Tampa","Tampa"
"1","T3448733","SLD","11354 BROOK EDGE AVE","RIVERVIEW","33569","BELL CREEK LANDING LOT 61","","2,226","$413,490","4","2","1","2023","None","Single Family Residence","$5,475.00","1","1","1","Conventional","10/30/2023","$185.75","$185.75","1.00","CASA FRESCA REALTY","Taylor Giese","259505424","771469","Tampa","Tampa"
"1","T3447480","SLD","4108 W WYOMING AVE","TAMPA","33616","ALTA VISTA TRACTS","","1,193","$414,000","3","2","0","1957","None","Single Family Residence","$816.00","48","48","67","Conventional","08/21/2023","$343.25","$347.02","1.01","STAR BAY REALTY CORP.","Raymond Thomas","261534857","260000779","Tampa","Tampa"
